[18:03:48] [main/INFO]: ModLauncher running: args [--username, TheRealJudgeJudy, --version, forge-47.4.0, --gameDir, C:\Users\ikene\curseforge\minecraft\Instances\Homesteady (Forge), --assetsDir, C:\Users\ikene\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 5e213c2e758e41b0bd5900d7e8d67bde, --accessToken, ????????, --clientId, MzMzNTgwZWQtMWMwYi00Y2JhLWI2ZDgtN2FjYmU5ZTJhMTNm, --xuid, 2535428129093518, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\ikene\curseforge\minecraft\Install\quickPlay\java\1756508626405.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.4.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[18:03:48] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.15 by Microsoft; OS Windows 10 arch amd64 version 10.0
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/meadow/square_pine_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/maple_woven_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/dead_woven_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomeswevegone/maple_ornate_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/brimwood_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomesoplenty/hellbark_diamond_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomesoplenty/hellbark_ornate_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/baobab_horizontal_lined_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/cobalt_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/deeperdarker/bloom_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/mauve_large_diamond_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/maple_horizontal_lined_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomeswevegone/willow_diamond_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/vinery/dark_cherry_ornate_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/joshua_line_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/larch_large_diamond_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/deeperdarker/bloom_diamond_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomeswevegone/zelkova_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/beachparty/palm_horizontal_lined_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomeswevegone/blue_enchanted_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomeswevegone/mahogany_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomeswevegone/jacaranda_large_diamond_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/luphieclutteredmod/luphie_pink_large_diamond_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomesoplenty/hellbark_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/ad_astra/strophar_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomesoplenty/jacaranda_woven_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomesoplenty/fir_large_diamond_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/brimwood_large_diamond_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomesoplenty/jacaranda_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/luphieclutteredmod/luphie_flowering_purple_large_diamond_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomeswevegone/square_holly_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/luphieclutteredmod/luphie_flowering_yellow_ornate_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomeswevegone/redwood_woven_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomesoplenty/jacaranda_diamond_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/pine_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/beachparty/palm_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/blue_bioshroom_woven_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/mauve_woven_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomesoplenty/willow_woven_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/alpha_line_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomeswevegone/jacaranda_woven_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/blue_bioshroom_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomeswevegone/pine_woven_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomeswevegone/rainbow_eucalyptus_horizontal_lined_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/square_larch_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomeswevegone/blue_enchanted_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomesoplenty/square_umbran_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/alpha_diamond_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/green_bioshroom_large_diamond_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/blackwood_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/green_bioshroom_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomesoplenty/willow_diamond_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/ad_astra/aeronos_woven_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/blue_bioshroom_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/larch_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomeswevegone/cika_woven_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomeswevegone/mahogany_woven_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/meadow/pine_horizontal_lined_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomeswevegone/square_rainbow_eucalyptus_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/magnolia_large_diamond_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/larch_horizontal_lined_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/willow_large_diamond_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/green_bioshroom_line_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomesoplenty/magic_woven_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/eucalyptus_horizontal_lined_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomesoplenty/umbran_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/luphieclutteredmod/luphie_glow_diamond_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/square_joshua_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/mauve_ornate_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomeswevegone/holly_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/luphieclutteredmod/square_luphie_flowering_pink_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/deeperdarker/echo_line_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/ad_astra/glacian_large_diamond_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'mcwfences:andesite_grass_topped_wall' is using incompatible model 'net.minecraft.client.renderer.block.model.MultiVariant' and should be added to the 'diagonalfences:non_diagonal_fences' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomeswevegone/white_mangrove_woven_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomeswevegone/white_mangrove_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomeswevegone/blue_enchanted_ornate_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/deeperdarker/echo_large_diamond_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomeswevegone/palm_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/vinery/square_dark_cherry_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/willow_ornate_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/magnolia_ornate_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/ad_astra/aeronos_line_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomeswevegone/fir_diamond_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomesoplenty/umbran_bordered_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomesoplenty/fir_woven_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomesoplenty/dead_line_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/biomeswevegone/sakura_horizontal_lined_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/quark/blossom_ornate_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/luphieclutteredmod/luphie_pink_ornate_bared_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
[18:05:48] [Worker-ResourceReload-6/WARN]: Block 'everycomp:ch/regions_unexplored/square_blackwood_glass_pane' is using incompatible model 'earth.terrarium.athena.api.client.forge.AthenaUnbakedModel' and should be added to the 'diagonalwindows:non_diagonal_windows' block tag. The model will not appear correctly under some circumstances!
